"","X","Semester","Banyak","namaPT","namaProdi","statusProdi","tanggalBerdiri"
"13700",13700,"Genap 2017","27","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13701",13701,"Ganjil 2017","867","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13702",13702,"Genap 2016","930","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13703",13703,"Ganjil 2016","949","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13704",13704,"Genap 2015","994","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13705",13705,"Ganjil 2015","963","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13706",13706,"Genap 2014","1045","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13707",13707,"Ganjil 2014","967","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13708",13708,"Genap 2013","957","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13709",13709,"Ganjil 2013","850","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13710",13710,"Genap 2012","859","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13711",13711,"Ganjil 2012","794","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13712",13712,"Genap 2011","661","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13713",13713,"Ganjil 2011","601","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13714",13714,"Genap 2010","484","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13715",13715,"Ganjil 2010","419","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13716",13716,"Genap 2009","333","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13717",13717,"Ganjil 2009","256","Universitas Indraprasta PGRI","Pendidikan Ilmu Pengetahuan Sosial","Aktif","28 September 2007"
"13718",13718,"Genap 2017","104","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13719",13719,"Ganjil 2017","863","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13720",13720,"Genap 2016","826","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13721",13721,"Ganjil 2016","824","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13722",13722,"Genap 2015","697","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13723",13723,"Ganjil 2015","705","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13724",13724,"Genap 2014","780","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13725",13725,"Ganjil 2014","803","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13726",13726,"Genap 2013","621","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13727",13727,"Ganjil 2013","625","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13728",13728,"Genap 2012","480","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13729",13729,"Ganjil 2012","541","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13730",13730,"Genap 2011","412","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13731",13731,"Ganjil 2011","279","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13732",13732,"Genap 2010","306","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13733",13733,"Ganjil 2010","306","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13734",13734,"Genap 2009","218","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13735",13735,"Ganjil 2009","218","Universitas Indraprasta PGRI","Arsitektur","Aktif","6 September 2004"
"13736",13736,"Genap 2017","11","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13737",13737,"Ganjil 2017","571","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13738",13738,"Genap 2016","632","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13739",13739,"Ganjil 2016","619","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13740",13740,"Genap 2015","630","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13741",13741,"Ganjil 2015","620","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13742",13742,"Genap 2014","622","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13743",13743,"Ganjil 2014","569","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13744",13744,"Genap 2013","521","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13745",13745,"Ganjil 2013","470","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13746",13746,"Genap 2012","448","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13747",13747,"Ganjil 2012","399","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13748",13748,"Genap 2011","338","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13749",13749,"Ganjil 2011","280","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13750",13750,"Genap 2010","235","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13751",13751,"Ganjil 2010","201","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13752",13752,"Genap 2009","138","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13753",13753,"Ganjil 2009","103","Universitas Indraprasta PGRI","Pendidikan Bahasa Indonesia","Aktif","28 September 2007"
"13754",13754,"Genap 2017","38","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13755",13755,"Ganjil 2017","1365","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13756",13756,"Genap 2016","1402","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13757",13757,"Ganjil 2016","1315","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13758",13758,"Genap 2015","1295","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13759",13759,"Ganjil 2015","1250","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13760",13760,"Genap 2014","1305","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13761",13761,"Ganjil 2014","1176","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13762",13762,"Genap 2013","1160","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13763",13763,"Ganjil 2013","1033","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13764",13764,"Genap 2012","972","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13765",13765,"Ganjil 2012","918","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13766",13766,"Genap 2011","776","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13767",13767,"Ganjil 2011","634","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13768",13768,"Genap 2010","485","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13769",13769,"Ganjil 2010","420","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13770",13770,"Genap 2009","292","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13771",13771,"Ganjil 2009","219","Universitas Indraprasta PGRI","Pendidikan MIPA","Aktif","28 September 2007"
"13772",13772,"Genap 2017","173","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13773",13773,"Ganjil 2017","2352","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13774",13774,"Genap 2016","2593","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13775",13775,"Ganjil 2016","2624","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13776",13776,"Genap 2015","2928","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13777",13777,"Ganjil 2015","2958","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13778",13778,"Genap 2014","3329","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13779",13779,"Ganjil 2014","3732","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13780",13780,"Genap 2013","3871","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13781",13781,"Ganjil 2013","4163","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13782",13782,"Genap 2012","3842","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13783",13783,"Ganjil 2012","4454","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13784",13784,"Genap 2011","3801","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13785",13785,"Ganjil 2011","3977","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13786",13786,"Genap 2010","3224","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13787",13787,"Ganjil 2010","3320","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13788",13788,"Genap 2009","2646","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13789",13789,"Ganjil 2009","2678","Universitas Indraprasta PGRI","Pendidikan Matematika","Aktif","21 April 1982"
"13790",13790,"Genap 2017","28","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13791",13791,"Ganjil 2017","387","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13792",13792,"Genap 2016","350","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13793",13793,"Ganjil 2016","355","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13794",13794,"Genap 2015","353","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13795",13795,"Ganjil 2015","360","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13796",13796,"Genap 2014","364","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13797",13797,"Ganjil 2014","409","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13798",13798,"Genap 2013","402","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13799",13799,"Ganjil 2013","410","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13800",13800,"Genap 2012","376","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13801",13801,"Ganjil 2012","416","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13802",13802,"Genap 2011","342","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13803",13803,"Ganjil 2011","292","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13804",13804,"Genap 2010","281","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13805",13805,"Ganjil 2010","290","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13806",13806,"Genap 2009","219","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13807",13807,"Ganjil 2009","236","Universitas Indraprasta PGRI","Pendidikan Fisika","Aktif","6 September 2004"
"13808",13808,"Genap 2017","307","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13809",13809,"Ganjil 2017","5668","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13810",13810,"Genap 2016","5843","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13811",13811,"Ganjil 2016","5864","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13812",13812,"Genap 2015","5751","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13813",13813,"Ganjil 2015","5776","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13814",13814,"Genap 2014","5523","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13815",13815,"Ganjil 2014","6169","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13816",13816,"Genap 2013","5583","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13817",13817,"Ganjil 2013","6101","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13818",13818,"Genap 2012","5074","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13819",13819,"Ganjil 2012","5652","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13820",13820,"Genap 2011","4568","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13821",13821,"Ganjil 2011","4650","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13822",13822,"Genap 2010","3712","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13823",13823,"Ganjil 2010","3773","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13824",13824,"Genap 2009","2816","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13825",13825,"Ganjil 2009","2847","Universitas Indraprasta PGRI","Pendidikan Ekonomi","Aktif","5 Mei 1986"
"13826",13826,"Genap 2017","65","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13827",13827,"Ganjil 2017","758","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13828",13828,"Genap 2016","561","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13829",13829,"Ganjil 2016","568","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13830",13830,"Genap 2015","500","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13831",13831,"Ganjil 2015","511","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13832",13832,"Genap 2014","516","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13833",13833,"Ganjil 2014","592","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13834",13834,"Genap 2013","613","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13835",13835,"Ganjil 2013","670","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13836",13836,"Genap 2012","655","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13837",13837,"Ganjil 2012","821","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13838",13838,"Genap 2011","750","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13839",13839,"Ganjil 2011","655","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13840",13840,"Genap 2010","575","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13841",13841,"Ganjil 2010","759","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13842",13842,"Genap 2009","668","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13843",13843,"Ganjil 2009","708","Universitas Indraprasta PGRI","Pendidikan Sejarah","Aktif","5 Mei 1986"
"13844",13844,"Genap 2017","535","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13845",13845,"Ganjil 2017","9546","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13846",13846,"Genap 2016","9293","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13847",13847,"Ganjil 2016","9298","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13848",13848,"Genap 2015","9369","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13849",13849,"Ganjil 2015","9456","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13850",13850,"Genap 2014","9336","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13851",13851,"Ganjil 2014","10653","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13852",13852,"Genap 2013","9315","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13853",13853,"Ganjil 2013","9397","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13854",13854,"Genap 2012","8000","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13855",13855,"Ganjil 2012","8935","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13856",13856,"Genap 2011","6826","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13857",13857,"Ganjil 2011","6874","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13858",13858,"Genap 2010","5067","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13859",13859,"Ganjil 2010","5058","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13860",13860,"Genap 2009","3580","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13861",13861,"Ganjil 2009","3575","Universitas Indraprasta PGRI","Teknik Informatika","Aktif","6 September 2004"
"13862",13862,"Genap 2017","201","Universitas Indraprasta PGRI","Teknik Industri","Aktif","6 September 2004"
"13863",13863,"Ganjil 2017","1788","Universitas Indraprasta PGRI","Teknik Industri","Aktif","6 September 2004"
"13864",13864,"Genap 2016","1636","Universitas Indraprasta PGRI","Teknik Industri","Aktif","6 September 2004"
"13865",13865,"Ganjil 2016","1644","Universitas Indraprasta PGRI","Teknik Industri","Aktif","6 September 2004"
"13866",13866,"Genap 2015","1571","Universitas Indraprasta PGRI","Teknik Industri","Aktif","6 September 2004"
"13867",13867,"Ganjil 2015","1581","Universitas Indraprasta PGRI","Teknik Industri","Aktif","6 September 2004"
"13868",13868,"Genap 2014","1421","Universitas Indraprasta PGRI","Teknik Industri","Aktif","6 September 2004"
"13869",13869,"Ganjil 2014","1665","Universitas Indraprasta PGRI","Teknik Industri","Aktif","6 September 2004"
